,prompt,chosen,rejected
257,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
CCTV 총 개수가 10개 이상인 광진구 소재의 어린이집 이름과 상세주소를 알려줘

### context:
CREATE TABLE child_care_info_g_j (  SIGUNNAME varchar(8) DEFAULT NULL,  STCODE bigint DEFAULT NULL,  CRNAME varchar(21) DEFAULT NULL,  CRTYPENAME varchar(11) DEFAULT NULL,  CRSTATUSNAME varchar(7) DEFAULT NULL,  CRADDR varchar(55) DEFAULT NULL,  CRTELNO varchar(18) DEFAULT NULL,  NRTRROOMCNT varchar(7) DEFAULT NULL,  NRTRROOMSIZE bigint DEFAULT NULL,  PLGRDCO varchar(6) DEFAULT NULL,  CCTVINSTLCNT varchar(7) DEFAULT NULL,  CRCAPAT varchar(8) DEFAULT NULL,  CRCHCNT varchar(8) DEFAULT NULL,  LA bigint DEFAULT NULL,  LO bigint DEFAULT NULL,  CRCARGBNAME varchar(8) DEFAULT NULL,  CRCNFMDT varchar(19) DEFAULT NULL,  CRABLDT varchar(19) DEFAULT NULL,  CRSPEC varchar(24) DEFAULT NULL,  CLASS_CNT_01 varchar(7) DEFAULT NULL,  CLASS_CNT_05 varchar(6) DEFAULT NULL,  CLASS_CNT_M2 varchar(7) DEFAULT NULL,  CLASS_CNT_M5 varchar(6) DEFAULT NULL,  CLASS_CNT_TOT varchar(7) DEFAULT NULL,  CHILD_CNT_03 varchar(7) DEFAULT NULL,  CHILD_CNT_04 varchar(7) DEFAULT NULL,  CHILD_CNT_M2 varchar(7) DEFAULT NULL) ;

### Response:
","SELECT CRADDR, CRNAME FROM CHILD_CARE_INFO_G_J WHERE CCTVINSTLCNT >= 10","SELECT CRNAME, CRADDR FROM CHILD_CARE_INFO_G_J WHERE CCTVINSTLCNT >= 10"
258,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
시설 이름에 행복이 포함된 지역아동센터의 자치구명을 알려줘

### context:
CREATE TABLE tn_fclty_sttus_info1003 (  FCLTY_ID varchar(13) DEFAULT NULL,  FCLTY_NM varchar(30) DEFAULT NULL,  SVC_CL_CODE bigint DEFAULT NULL,  SVC_CL_NM varchar(11) DEFAULT NULL,  ATDRC_CODE bigint DEFAULT NULL,  ATDRC_NM varchar(9) DEFAULT NULL,  AGE_SE_CODE bigint DEFAULT NULL,  AGE_SE_NM varchar(9) DEFAULT NULL,  X_CRDNT_VALUE bigint DEFAULT NULL,  Y_CRDNT_VALUE bigint DEFAULT NULL,  ZIP bigint DEFAULT NULL,  BASS_ADRES varchar(29) DEFAULT NULL,  DETAIL_ADRES varchar(45) DEFAULT NULL,  RNTFEE_FREE_AT varchar(6) DEFAULT NULL,  RNTFEE varchar(10) DEFAULT NULL,  SEMSTR_BEGIN_TIME bigint DEFAULT NULL,  SEMSTR_END_TIME bigint DEFAULT NULL,  VCTN_BEGIN_TIME bigint DEFAULT NULL,  VCTN_END_TIME bigint DEFAULT NULL,  SAT_OPER_AT varchar(6) DEFAULT NULL,  SAT_OPER_BEGIN_TIME bigint DEFAULT NULL,  SAT_OPER_END_TIME bigint DEFAULT NULL,  REGIST_DT varchar(19) DEFAULT NULL,  UPDT_DT varchar(19) DEFAULT NULL) ;

### Response:
",SELECT ATDRC_NM FROM TN_FCLTY_STTUS_INFO1003 WHERE FCLTY_NM LIKE '%행복%',SELECT ATDRC_NM FROM TN_FCLTY_STTUS_INFO1003 WHERE FCLTY_NM LIKE '%행복%'
259,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
노블레스어린이집의 전화번호와 팩스번호를 보여줘

### context:
CREATE TABLE child_care_info_d_d (  SIGUNNAME varchar(9) DEFAULT NULL,  STCODE bigint DEFAULT NULL,  CRNAME varchar(20) DEFAULT NULL,  CRTYPENAME varchar(11) DEFAULT NULL,  CRSTATUSNAME varchar(7) DEFAULT NULL,  ZIPCODE bigint DEFAULT NULL,  CRADDR varchar(54) DEFAULT NULL,  CRTELNO varchar(18) DEFAULT NULL,  CRFAXNO varchar(18) DEFAULT NULL,  CRHOME varchar(67) DEFAULT NULL,  NRTRROOMSIZE varchar(8) DEFAULT NULL,  PLGRDCO varchar(6) DEFAULT NULL,  CRCAPAT varchar(8) DEFAULT NULL,  CRCHCNT varchar(8) DEFAULT NULL,  LA bigint DEFAULT NULL,  LO bigint DEFAULT NULL,  CRCARGBNAME varchar(8) DEFAULT NULL,  CRPAUSEBEGINDT varchar(19) DEFAULT NULL,  CRPAUSEENDDT varchar(19) DEFAULT NULL,  DATASTDRDT varchar(19) DEFAULT NULL,  CRSPEC varchar(15) DEFAULT NULL,  CLASS_CNT_02 varchar(6) DEFAULT NULL,  CLASS_CNT_03 varchar(6) DEFAULT NULL,  CLASS_CNT_04 varchar(6) DEFAULT NULL,  CLASS_CNT_M2 varchar(7) DEFAULT NULL,  CLASS_CNT_M5 varchar(6) DEFAULT NULL,  CLASS_CNT_SP varchar(6) DEFAULT NULL,  CLASS_CNT_TOT varchar(7) DEFAULT NULL,  CHILD_CNT_00 varchar(7) DEFAULT NULL,  CHILD_CNT_01 varchar(7) DEFAULT NULL,  CHILD_CNT_04 varchar(7) DEFAULT NULL) ;

### Response:
","SELECT CRTELNO, CRFAXNO FROM CHILD_CARE_INFO_D_D WHERE CRNAME = '노블레스어린이집'","SELECT CRTELNO, CRFAXNO FROM CHILD_CARE_INFO_D_D WHERE CRNAME = '노블레스어린이집'"
260,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
전화번호에 22가 들어가고 이름에 키즈가 들어가는 어린이집명이 뭐야

### context:
CREATE TABLE child_care_info_j_g (  SIGUNNAME varchar(7) DEFAULT NULL,  STCODE bigint DEFAULT NULL,  CRNAME varchar(26) DEFAULT NULL,  CRTYPENAME varchar(11) DEFAULT NULL,  CRSTATUSNAME varchar(7) DEFAULT NULL,  ZIPCODE bigint DEFAULT NULL,  CRADDR varchar(50) DEFAULT NULL,  CRTELNO varchar(17) DEFAULT NULL,  CRHOME varchar(40) DEFAULT NULL,  NRTRROOMCNT varchar(7) DEFAULT NULL,  NRTRROOMSIZE bigint DEFAULT NULL,  CCTVINSTLCNT varchar(7) DEFAULT NULL,  CHCRTESCNT varchar(7) DEFAULT NULL,  CRCAPAT varchar(8) DEFAULT NULL,  CRCHCNT varchar(8) DEFAULT NULL,  LA bigint DEFAULT NULL,  LO bigint DEFAULT NULL,  CRCARGBNAME varchar(8) DEFAULT NULL,  CRCNFMDT varchar(19) DEFAULT NULL,  CRPAUSEBEGINDT varchar(19) DEFAULT NULL,  CRPAUSEENDDT varchar(19) DEFAULT NULL,  DATASTDRDT varchar(19) DEFAULT NULL,  CRSPEC varchar(22) DEFAULT NULL,  CLASS_CNT_01 varchar(6) DEFAULT NULL,  CLASS_CNT_03 varchar(6) DEFAULT NULL,  CLASS_CNT_05 varchar(6) DEFAULT NULL,  CLASS_CNT_M2 varchar(6) DEFAULT NULL,  CLASS_CNT_M5 varchar(6) DEFAULT NULL,  CLASS_CNT_SP varchar(6) DEFAULT NULL,  CLASS_CNT_TOT varchar(7) DEFAULT NULL,  CHILD_CNT_00 varchar(6) DEFAULT NULL,  CHILD_CNT_02 varchar(7) DEFAULT NULL,  CHILD_CNT_03 varchar(7) DEFAULT NULL,  CHILD_CNT_04 varchar(7) DEFAULT NULL,  CHILD_CNT_05 varchar(7) DEFAULT NULL) ;

### Response:
",SELECT CRNAME FROM CHILD_CARE_INFO_J_G WHERE CRNAME LIKE '%키즈%' AND CRTELNO LIKE '%22%',SELECT CRNAME FROM CHILD_CARE_INFO_J_G WHERE CRTELNO LIKE '%22%' AND CRNAME LIKE '%키즈%'
261,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
전화 상담 건수가 많은 순으로 연월과 중분류를 보여줘

### context:
CREATE TABLE global_job_counsel_typediv (  YYYYMM varchar(19) DEFAULT NULL,  CATEGORY_NM1 varchar(10) DEFAULT NULL,  CATEGORY_NM2 varchar(13) DEFAULT NULL,  TYPE1 bigint DEFAULT NULL,  TYPE2 bigint DEFAULT NULL,  TYPE3 bigint DEFAULT NULL,  TYPE4 bigint DEFAULT NULL,  TYPE5 bigint DEFAULT NULL,  TYPE6 bigint DEFAULT NULL,  TYPE_SUM bigint DEFAULT NULL) ;

### Response:
","SELECT YYYYMM, CATEGORY_NM2 FROM GLOBAL_JOB_COUNSEL_TYPEDIV ORDER BY TYPE1 DESC","SELECT YYYYMM, CATEGORY_NM2 FROM GLOBAL_JOB_COUNSEL_TYPEDIV WHERE TYPE1 = (SELECT MAX(TYPE1) FROM GLOBAL_JOB_COUNSEL_TYPEDIV)"
262,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
통계 연도가 2020년이고 만 나이 명칭이 3세인 남자 전체 아동 수를 알려줘

### context:
CREATE TABLE stat_child_gender_info (  STYEAR varchar(19) DEFAULT NULL,  AGE bigint DEFAULT NULL,  AGENM varchar(15) DEFAULT NULL,  MPNTOT bigint DEFAULT NULL,  MPN0101 bigint DEFAULT NULL,  MPN0302 bigint DEFAULT NULL,  MPN0401 bigint DEFAULT NULL,  MPN0501 bigint DEFAULT NULL,  FPNTOT bigint DEFAULT NULL,  FPN0101 bigint DEFAULT NULL,  FPN0302 bigint DEFAULT NULL,  FPN0401 bigint DEFAULT NULL,  FPN0501 bigint DEFAULT NULL) ;

### Response:
",SELECT MPNTOT FROM STAT_CHILD_GENDER_INFO WHERE STYEAR LIKE '2020%' AND AGENM = '3세',SELECT MPN0101 FROM STAT_CHILD_GENDER_INFO WHERE STYEAR = '2020' AND AGENM = '3세'
263,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
국공립이나 직장 어린이집의 우편번호는 뭐야

### context:
CREATE TABLE child_care_info_g_s (  SIGUNNAME varchar(8) DEFAULT NULL,  STCODE bigint DEFAULT NULL,  CRNAME varchar(24) DEFAULT NULL,  CRTYPENAME varchar(11) DEFAULT NULL,  CRSTATUSNAME varchar(7) DEFAULT NULL,  ZIPCODE bigint DEFAULT NULL,  CRADDR varchar(57) DEFAULT NULL,  CRTELNO varchar(18) DEFAULT NULL,  CRFAXNO varchar(18) DEFAULT NULL,  NRTRROOMSIZE varchar(10) DEFAULT NULL,  PLGRDCO varchar(6) DEFAULT NULL,  CCTVINSTLCNT varchar(7) DEFAULT NULL,  CRCAPAT varchar(8) DEFAULT NULL,  CRCHCNT varchar(8) DEFAULT NULL,  LA bigint DEFAULT NULL,  LO bigint DEFAULT NULL,  CRCARGBNAME varchar(8) DEFAULT NULL,  CRCNFMDT varchar(19) DEFAULT NULL,  CRPAUSEBEGINDT varchar(19) DEFAULT NULL,  CRABLDT varchar(19) DEFAULT NULL,  DATASTDRDT varchar(19) DEFAULT NULL,  CLASS_CNT_00 varchar(6) DEFAULT NULL,  CLASS_CNT_02 varchar(7) DEFAULT NULL,  CLASS_CNT_03 varchar(7) DEFAULT NULL,  CLASS_CNT_04 varchar(6) DEFAULT NULL,  CLASS_CNT_05 varchar(6) DEFAULT NULL,  CLASS_CNT_M2 varchar(7) DEFAULT NULL,  CLASS_CNT_M5 varchar(6) DEFAULT NULL,  CLASS_CNT_SP varchar(6) DEFAULT NULL,  CLASS_CNT_TOT varchar(7) DEFAULT NULL,  CHILD_CNT_02 varchar(7) DEFAULT NULL,  CHILD_CNT_03 varchar(7) DEFAULT NULL,  CHILD_CNT_04 varchar(7) DEFAULT NULL,  CHILD_CNT_05 varchar(7) DEFAULT NULL,  CHILD_CNT_M2 varchar(7) DEFAULT NULL) ;

### Response:
",SELECT ZIPCODE FROM CHILD_CARE_INFO_G_S WHERE CRTYPENAME = '국공립' OR CRTYPENAME = '직장',SELECT ZIPCODE FROM CHILD_CARE_INFO_G_S WHERE CRTYPENAME = '국공립' OR CRTYPENAME = '직장'
264,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
연령 구분이 초등학생인 시설의 사용료는 얼마야

### context:
CREATE TABLE tn_fclty_sttus_info10074 (  CLTUR_EVENT_ETC_NM varchar(49) DEFAULT NULL,  SVC_CL_CODE bigint DEFAULT NULL,  SVC_CL_NM varchar(9) DEFAULT NULL,  ATDRC_CODE bigint DEFAULT NULL,  ATDRC_NM varchar(9) DEFAULT NULL,  AGE_SE_CODE bigint DEFAULT NULL,  AGE_SE_NM varchar(9) DEFAULT NULL,  FCLTY_CL_CODE bigint DEFAULT NULL,  FCLTY_CL_NM varchar(10) DEFAULT NULL,  X_CRDNT_VALUE bigint DEFAULT NULL,  Y_CRDNT_VALUE bigint DEFAULT NULL,  ZIP bigint DEFAULT NULL,  BASS_ADRES varchar(47) DEFAULT NULL,  DETAIL_ADRES varchar(58) DEFAULT NULL,  RNTFEE_FREE_AT varchar(6) DEFAULT NULL,  RNTFEE varchar(16) DEFAULT NULL,  GUIDANCE_URL varchar(213) DEFAULT NULL,  REGIST_DT varchar(19) DEFAULT NULL,  UPDT_DT varchar(19) DEFAULT NULL) ;

### Response:
",SELECT RNTFEE FROM TN_FCLTY_STTUS_INFO10074 WHERE AGE_SE_NM = '초등학생',SELECT RNTFEE FROM TN_FCLTY_STTUS_INFO10074 WHERE AGE_SE_NM = '초등학생'
265,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
정릉동에 있는 경로당의 인허가 일자는 언제야

### context:
CREATE TABLE odsn_building_info (  ID varchar(9) DEFAULT NULL,  NM varchar(34) DEFAULT NULL,  ADDR_OLD varchar(49) DEFAULT NULL,  ADDR varchar(200) DEFAULT NULL,  PERMISSION_DT bigint DEFAULT NULL,  STATE varchar(8) DEFAULT NULL,  STOP_DT varchar(200) DEFAULT NULL,  SUSPENSION_START_DT varchar(200) DEFAULT NULL,  SUSPENSION_END_DT varchar(200) DEFAULT NULL,  RE_OPEN_DT varchar(19) DEFAULT NULL,  AREA varchar(200) DEFAULT NULL,  POST varchar(200) DEFAULT NULL,  ENTRNC_PSNCPA varchar(9) DEFAULT NULL,  CTLF_NUM varchar(6) DEFAULT NULL,  TOTAL_NUM varchar(8) DEFAULT NULL,  XCODE varchar(18) DEFAULT NULL,  YCODE varchar(18) DEFAULT NULL,  PERMISSION_NO varchar(21) DEFAULT NULL,  DETAIL_STAT_NM varchar(7) DEFAULT NULL) ;

### Response:
",SELECT PERMISSION_DT FROM ODSN_BUILDING_INFO WHERE ADDR_OLD LIKE '%정릉동%',SELECT PERMISSION_DT FROM ODSN_BUILDING_INFO WHERE ADDR = '정릉동' AND NM = '경로당'
266,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
야간 연장 서비스를 제공하는 어린이집명을 보여줘

### context:
CREATE TABLE child_care_info_y_s (  SIGUNNAME varchar(8) DEFAULT NULL,  STCODE bigint DEFAULT NULL,  CRNAME varchar(32) DEFAULT NULL,  CRTYPENAME varchar(11) DEFAULT NULL,  CRSTATUSNAME varchar(7) DEFAULT NULL,  ZIPCODE bigint DEFAULT NULL,  CRADDR varchar(52) DEFAULT NULL,  CRTELNO varchar(18) DEFAULT NULL,  CRHOME varchar(44) DEFAULT NULL,  NRTRROOMSIZE varchar(9) DEFAULT NULL,  PLGRDCO varchar(6) DEFAULT NULL,  CCTVINSTLCNT varchar(7) DEFAULT NULL,  CHCRTESCNT varchar(7) DEFAULT NULL,  CRCAPAT varchar(8) DEFAULT NULL,  CRCHCNT varchar(8) DEFAULT NULL,  LA bigint DEFAULT NULL,  LO bigint DEFAULT NULL,  CRCARGBNAME varchar(8) DEFAULT NULL,  CRCNFMDT varchar(19) DEFAULT NULL,  CRPAUSEBEGINDT varchar(200) DEFAULT NULL,  CRABLDT varchar(19) DEFAULT NULL,  DATASTDRDT varchar(19) DEFAULT NULL,  CRSPEC varchar(15) DEFAULT NULL,  CLASS_CNT_00 varchar(6) DEFAULT NULL,  CLASS_CNT_01 varchar(6) DEFAULT NULL,  CLASS_CNT_02 varchar(6) DEFAULT NULL,  CLASS_CNT_03 varchar(6) DEFAULT NULL,  CLASS_CNT_05 varchar(6) DEFAULT NULL,  CLASS_CNT_M2 varchar(7) DEFAULT NULL,  CLASS_CNT_M5 varchar(6) DEFAULT NULL,  CLASS_CNT_SP varchar(6) DEFAULT NULL,  CLASS_CNT_TOT varchar(7) DEFAULT NULL,  CHILD_CNT_01 varchar(7) DEFAULT NULL,  CHILD_CNT_02 varchar(7) DEFAULT NULL,  CHILD_CNT_03 varchar(7) DEFAULT NULL,  CHILD_CNT_04 varchar(7) DEFAULT NULL,  CHILD_CNT_05 varchar(7) DEFAULT NULL) ;

### Response:
",SELECT CRNAME FROM CHILD_CARE_INFO_Y_S WHERE CRSPEC LIKE '%야간연장%',SELECT CRNAME FROM CHILD_CARE_INFO_Y_S WHERE CRTYPENAME = '야간연장'
267,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
유형이 가정인 어린이집의 보육실 면적은 얼마야

### context:
CREATE TABLE child_care_info_g_c (  SIGUNNAME varchar(8) DEFAULT NULL,  STCODE bigint DEFAULT NULL,  CRNAME varchar(25) DEFAULT NULL,  CRTYPENAME varchar(11) DEFAULT NULL,  CRSTATUSNAME varchar(7) DEFAULT NULL,  ZIPCODE bigint DEFAULT NULL,  CRADDR varchar(61) DEFAULT NULL,  CRTELNO varchar(18) DEFAULT NULL,  NRTRROOMCNT varchar(7) DEFAULT NULL,  NRTRROOMSIZE varchar(9) DEFAULT NULL,  CCTVINSTLCNT varchar(7) DEFAULT NULL,  CRCAPAT varchar(8) DEFAULT NULL,  CRCHCNT varchar(8) DEFAULT NULL,  CRCNFMDT varchar(19) DEFAULT NULL,  CRPAUSEENDDT varchar(19) DEFAULT NULL,  DATASTDRDT varchar(19) DEFAULT NULL,  CRSPEC varchar(21) DEFAULT NULL,  CLASS_CNT_03 varchar(6) DEFAULT NULL,  CLASS_CNT_04 varchar(6) DEFAULT NULL,  CLASS_CNT_05 varchar(6) DEFAULT NULL,  CLASS_CNT_M5 varchar(6) DEFAULT NULL,  CLASS_CNT_SP varchar(6) DEFAULT NULL,  CHILD_CNT_00 varchar(6) DEFAULT NULL,  CHILD_CNT_01 varchar(7) DEFAULT NULL,  CHILD_CNT_02 varchar(7) DEFAULT NULL,  CHILD_CNT_05 varchar(7) DEFAULT NULL,  CHILD_CNT_M2 varchar(7) DEFAULT NULL,  EM_CNT_TOT varchar(7) DEFAULT NULL) ;

### Response:
",SELECT NRTRROOMSIZE FROM CHILD_CARE_INFO_G_C WHERE CRTYPENAME = '가정',SELECT NRTRROOMSIZE FROM CHILD_CARE_INFO_G_C WHERE CRTYPENAME = '가정'
268,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
4호선에 있는 역의 명칭과 전화번호를 알려줘

### context:
CREATE TABLE subway_tour_info (  NO varchar(8) DEFAULT NULL,  LINE varchar(7) DEFAULT NULL,  LINE_NAME varchar(8) DEFAULT NULL,  STATION varchar(14) DEFAULT NULL,  STATION_IMAGE varchar(133) DEFAULT NULL,  COURSE1 varchar(11) DEFAULT NULL,  COURSE2 varchar(11) DEFAULT NULL,  ELEVATER varchar(82) DEFAULT NULL,  ELEVATER_TXT varchar(349) DEFAULT NULL,  STATION_IMAGE2 varchar(143) DEFAULT NULL,  USEYN varchar(6) DEFAULT NULL,  ICON_PATH varchar(1043) DEFAULT NULL,  EXIT_INFO varchar(543) DEFAULT NULL,  TELNO_INFO varchar(31) DEFAULT NULL,  TIME_INFO1 varchar(23) DEFAULT NULL,  TIME_INFO2 varchar(23) DEFAULT NULL,  TIME_INFO3 varchar(23) DEFAULT NULL,  TIME_INFO4 varchar(23) DEFAULT NULL) ;

### Response:
","SELECT TELNO_INFO, STATION FROM SUBWAY_TOUR_INFO WHERE LINE_NAME = '4호선'","SELECT STATION, TELNO_INFO FROM SUBWAY_TOUR_INFO WHERE LINE = '4'"
269,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
제과 제빵사의 구인 조건 중 근무 지역은 어디야

### context:
CREATE TABLE job_offer (  INFOID varchar(200) DEFAULT NULL,  MANAGE_ORGAN_NAME varchar(15) DEFAULT NULL,  COMPANYNAME varchar(32) DEFAULT NULL,  TITLE varchar(14) DEFAULT NULL,  WORKADDRESS_NM varchar(7) DEFAULT NULL,  WORKADDRESS varchar(9) DEFAULT NULL,  CLOSE_DATE varchar(19) DEFAULT NULL,  STATUS_NM varchar(8) DEFAULT NULL) ;

### Response:
",SELECT WORKADDRESS FROM JOB_OFFER WHERE TITLE = '제과제빵사',SELECT WORKADDRESS_NM FROM JOB_OFFER WHERE TITLE = '제과 제빵사'
270,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
사업장 이름이 해태경로당이거나 다솜경로당인 곳의 인허가 일자가 언제야

### context:
CREATE TABLE odsn_building_info (  ID varchar(9) DEFAULT NULL,  NM varchar(34) DEFAULT NULL,  ADDR_OLD varchar(49) DEFAULT NULL,  ADDR varchar(200) DEFAULT NULL,  PERMISSION_DT bigint DEFAULT NULL,  STATE varchar(8) DEFAULT NULL,  STOP_DT varchar(200) DEFAULT NULL,  SUSPENSION_START_DT varchar(200) DEFAULT NULL,  SUSPENSION_END_DT varchar(200) DEFAULT NULL,  RE_OPEN_DT varchar(19) DEFAULT NULL,  AREA varchar(200) DEFAULT NULL,  POST varchar(200) DEFAULT NULL,  ENTRNC_PSNCPA varchar(9) DEFAULT NULL,  CTLF_NUM varchar(6) DEFAULT NULL,  TOTAL_NUM varchar(8) DEFAULT NULL,  XCODE varchar(18) DEFAULT NULL,  YCODE varchar(18) DEFAULT NULL,  PERMISSION_NO varchar(21) DEFAULT NULL,  DETAIL_STAT_NM varchar(7) DEFAULT NULL) ;

### Response:
",SELECT PERMISSION_DT FROM ODSN_BUILDING_INFO WHERE NM = '해태경로당' OR NM = '다솜경로당',SELECT PERMISSION_DT FROM ODSN_BUILDING_INFO WHERE NM = '해태경로당' OR NM = '다솜경로당'
271,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
시리얼의 맨 뒷자리가 9인 스마트 플러그의 활동 수치는 얼마야

### context:
CREATE TABLE iot_vdata023 (  ORGAN_NM varchar(8) DEFAULT NULL,  TRNSMIT_SERVER_NO bigint DEFAULT NULL,  DATA_NO varchar(6) DEFAULT NULL,  COLUMN0 bigint DEFAULT NULL,  COLUMN1 bigint DEFAULT NULL,  COLUMN2 varchar(13) DEFAULT NULL,  COLUMN3 bigint DEFAULT NULL,  COLUMN4 varchar(6) DEFAULT NULL,  COLUMN5 varchar(6) DEFAULT NULL,  COLUMN6 varchar(6) DEFAULT NULL,  COLUMN7 varchar(8) DEFAULT NULL,  COLUMN8 varchar(6) DEFAULT NULL,  COLUMN9 varchar(10) DEFAULT NULL,  COLUMN10 varchar(8) DEFAULT NULL,  COLUMN11 varchar(10) DEFAULT NULL,  COLUMN12 varchar(8) DEFAULT NULL,  COLUMN13 varchar(10) DEFAULT NULL,  COLUMN14 varchar(8) DEFAULT NULL,  COLUMN15 varchar(10) DEFAULT NULL,  COLUMN16 varchar(8) DEFAULT NULL,  COLUMN17 varchar(10) DEFAULT NULL,  COLUMN18 varchar(8) DEFAULT NULL,  COLUMN19 varchar(10) DEFAULT NULL,  COLUMN20 varchar(8) DEFAULT NULL,  REGIST_DT varchar(19) DEFAULT NULL) ;

### Response:
",SELECT COLUMN7 FROM IOT_VDATA023 WHERE COLUMN2 LIKE '%9',SELECT COLUMN5 FROM IOT_VDATA023 WHERE COLUMN2 LIKE '%9'
272,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
- Generate a SQL query to answer.
- Create a query with the table information in the context.

### Input:
작성자 이름이 최고 관리자인 웹의 제목과 리스트 이미지를 찾아줘

### context:
CREATE TABLE tb_vmc_webzine (  NUM bigint DEFAULT NULL,  YEAR_CD varchar(19) DEFAULT NULL,  SUBJECT varchar(23) DEFAULT NULL,  IMG1 varchar(68) DEFAULT NULL,  LINKURL varchar(58) DEFAULT NULL,  WDATE varchar(19) DEFAULT NULL,  MB_ID varchar(14) DEFAULT NULL,  MB_NAME varchar(10) DEFAULT NULL) ;

### Response:
","SELECT SUBJECT, IMG1 FROM TB_VMC_WEBZINE WHERE MB_NAME = '최고관리자'","SELECT SUBJECT, IMG1 FROM TB_VMC_WEBZINE WHERE MB_NAME = '최고관리자'"
